translation_id,target,target_type,event_count,weighted_event_count,corpus_words,events_per_10k_words
cowper_1791,LAERTES,character,24,15.5121,113783,2.1092781874269444
cowper_1791,MELANTHIUS,character,4,2.6864999999999997,113783,0.3515463645711574
cowper_1791,MENELAUS,character,26,16.66225,113783,2.285051369712523
cowper_1791,MIND,concept_or_setting,33,18.94985,113783,2.9002575077120483
cowper_1791,MORTALS,group,4,3.6298000000000004,113783,0.3515463645711574
cowper_1791,NAUSICAA,character,10,7.5103,113783,0.8788659114278935
cowper_1791,NESTOR,character,25,13.883149999999999,113783,2.197164778569734
cowper_1791,NIGHT,concept_or_setting,18,15.6285,113783,1.5819586405702082
cowper_1791,ODYSSEUS,character,266,181.5958,113783,23.377833243981968
cowper_1791,ORESTES,character,2,1.1542,113783,0.1757731822855787
cowper_1791,PALACE,concept_or_setting,37,29.3793,113783,3.251803872283206
cowper_1791,PENELOPE,character,36,20.31285,113783,3.1639172811404164
cowper_1791,PHAEACIANS,group,2,1.596,113783,0.1757731822855787
cowper_1791,POSEIDON,character,14,9.038549999999999,113783,1.2304122759990508
cowper_1791,SEA,concept_or_setting,190,142.2158,113783,16.698452317129977
cowper_1791,SHIELD,concept_or_setting,1,0.8358,113783,0.08788659114278935
cowper_1791,SHIP,concept_or_setting,17,12.5658,113783,1.494072049427419
cowper_1791,SORROW,concept_or_setting,14,12.1301,113783,1.2304122759990508
cowper_1791,SPEAR,concept_or_setting,21,19.4323,113783,1.8456184139985763
cowper_1791,SPEECH,concept_or_setting,28,22.3637,113783,2.4608245519981016
cowper_1791,STORM,concept_or_setting,10,6.4675,113783,0.8788659114278935
cowper_1791,SUITORS,group,27,17.460250000000002,113783,2.3729379608553125
cowper_1791,SUN,concept_or_setting,15,11.5113,113783,1.31829886714184
cowper_1791,SWORD,concept_or_setting,5,4.3422,113783,0.43943295571394675
cowper_1791,TEIRESIAS,character,5,3.4227999999999996,113783,0.43943295571394675
cowper_1791,TELEMACHUS,character,85,52.03575,113783,7.470360247137094
cowper_1791,TROY,place,6,2.6616500000000003,113783,0.5273195468567361
cowper_1791,WAR,concept_or_setting,9,5.2317,113783,0.7909793202851041
cowper_1791,WINE,concept_or_setting,22,16.8144,113783,1.9335050051413656
cowper_1791,ZEUS,character,86,54.613749999999996,113783,7.558246838279883
murray_1919,ACHAEANS,group,19,12.4333,136668,1.390230339216203
murray_1919,ACHILLES,character,7,4.8727,136668,0.5121901249743905
murray_1919,AEGISTHUS,character,9,5.4468,136668,0.6585301606813593
murray_1919,AGAMEMNON,character,13,5.54865,136668,0.9512102320952966
murray_1919,AJAX,character,1,0.6221,136668,0.07317001785348436
murray_1919,ALCINOUS,character,20,14.6511,136668,1.4634003570696872
murray_1919,AMPHINOMUS,character,2,1.3533,136668,0.1463400357069687
murray_1919,ANGER,concept_or_setting,10,5.5579,136668,0.7317001785348436
