target,category,translation_a,translation_b,events_a,events_b,context_cosine_similarity
ALCINOUS,moral_evaluation,chapman_1616,pope_1726,2,6,0.5654135346412659
ALCINOUS,moral_evaluation,murray_1919,pope_1726,2,6,0.5733779072761536
ALCINOUS,scale_intensity,butcher_lang_1879,butler_1900,20,3,0.5848898887634277
ALCINOUS,scale_intensity,butcher_lang_1879,chapman_1616,20,2,0.5862225890159607
ALCINOUS,scale_intensity,butcher_lang_1879,murray_1919,20,8,0.9133508205413818
ALCINOUS,scale_intensity,butcher_lang_1879,pope_1726,20,11,0.7714849710464478
ALCINOUS,scale_intensity,butler_1900,chapman_1616,3,2,0.4460853040218353
ALCINOUS,scale_intensity,butler_1900,murray_1919,3,8,0.5698269605636597
ALCINOUS,scale_intensity,butler_1900,pope_1726,3,11,0.48869359493255615
ALCINOUS,scale_intensity,chapman_1616,murray_1919,2,8,0.5737787485122681
ALCINOUS,scale_intensity,chapman_1616,pope_1726,2,11,0.6358632445335388
ALCINOUS,scale_intensity,murray_1919,pope_1726,8,11,0.6918474435806274
ALCINOUS,social_status,chapman_1616,pope_1726,2,3,0.5463340282440186
AMPHINOMUS,moral_evaluation,butler_1900,murray_1919,3,2,0.4945743978023529
ANGER,behavior_disposition,chapman_1616,murray_1919,2,2,0.5882689356803894
ANGER,behavior_disposition,chapman_1616,pope_1726,2,8,0.5437168478965759
ANGER,behavior_disposition,murray_1919,pope_1726,2,8,0.3877277076244354
ANGER,moral_evaluation,butcher_lang_1879,chapman_1616,5,5,0.5110485553741455
ANGER,moral_evaluation,butcher_lang_1879,cowper_1791,5,4,0.36742469668388367
ANGER,moral_evaluation,butcher_lang_1879,murray_1919,5,2,0.8993657827377319
ANGER,moral_evaluation,butcher_lang_1879,pope_1726,5,10,0.4874979257583618
ANGER,moral_evaluation,chapman_1616,cowper_1791,5,4,0.5594033598899841
ANGER,moral_evaluation,chapman_1616,murray_1919,5,2,0.5464479923248291
ANGER,moral_evaluation,chapman_1616,pope_1726,5,10,0.6627905964851379
ANGER,moral_evaluation,cowper_1791,murray_1919,4,2,0.4800166189670563
ANGER,moral_evaluation,cowper_1791,pope_1726,4,10,0.7167025804519653
ANGER,moral_evaluation,murray_1919,pope_1726,2,10,0.6016850471496582
ANGER,scale_intensity,butler_1900,chapman_1616,2,5,0.41385361552238464
ANGER,scale_intensity,butler_1900,pope_1726,2,2,0.5172649621963501
ANGER,scale_intensity,chapman_1616,pope_1726,5,2,0.4419689178466797
ANTINOUS,affect_state,butcher_lang_1879,butler_1900,2,3,0.4496695101261139
ANTINOUS,affect_state,butcher_lang_1879,chapman_1616,2,4,0.5203736424446106
ANTINOUS,affect_state,butcher_lang_1879,murray_1919,2,3,0.5597771406173706
ANTINOUS,affect_state,butcher_lang_1879,pope_1726,2,2,0.43439772725105286
ANTINOUS,affect_state,butler_1900,chapman_1616,3,4,0.5832874774932861
ANTINOUS,affect_state,butler_1900,murray_1919,3,3,0.32260861992836
ANTINOUS,affect_state,butler_1900,pope_1726,3,2,0.28009897470474243
ANTINOUS,affect_state,chapman_1616,murray_1919,4,3,0.3987636864185333
ANTINOUS,affect_state,chapman_1616,pope_1726,4,2,0.38043153285980225
ANTINOUS,affect_state,murray_1919,pope_1726,3,2,0.2353992462158203
ANTINOUS,appearance_age,butcher_lang_1879,butler_1900,5,2,0.45085105299949646
ANTINOUS,appearance_age,butcher_lang_1879,chapman_1616,5,2,0.45866575837135315
ANTINOUS,appearance_age,butcher_lang_1879,murray_1919,5,4,0.7709773778915405
ANTINOUS,appearance_age,butler_1900,chapman_1616,2,2,0.1902717500925064
ANTINOUS,appearance_age,butler_1900,murray_1919,2,4,0.3849387466907501
ANTINOUS,appearance_age,chapman_1616,murray_1919,2,4,0.32969868183135986
ANTINOUS,cognitive_evaluation,butcher_lang_1879,murray_1919,3,3,0.892329752445221
ANTINOUS,cognitive_evaluation,butcher_lang_1879,pope_1726,3,2,0.4608587622642517
ANTINOUS,cognitive_evaluation,murray_1919,pope_1726,3,2,0.46871381998062134
ANTINOUS,color_hue,butcher_lang_1879,murray_1919,2,3,0.7657862901687622
ANTINOUS,color_material,butcher_lang_1879,murray_1919,2,3,0.7640699148178101
ANTINOUS,color_material,butcher_lang_1879,pope_1726,2,2,0.4666784405708313
ANTINOUS,color_material,murray_1919,pope_1726,3,2,0.5303204655647278
ANTINOUS,moral_evaluation,butcher_lang_1879,butler_1900,7,5,0.6312668919563293
ANTINOUS,moral_evaluation,butcher_lang_1879,chapman_1616,7,3,0.4953174591064453
ANTINOUS,moral_evaluation,butcher_lang_1879,murray_1919,7,6,0.8300856351852417
ANTINOUS,moral_evaluation,butcher_lang_1879,pope_1726,7,6,0.587180495262146
ANTINOUS,moral_evaluation,butler_1900,chapman_1616,5,3,0.44549623131752014
ANTINOUS,moral_evaluation,butler_1900,murray_1919,5,6,0.660880446434021
ANTINOUS,moral_evaluation,butler_1900,pope_1726,5,6,0.5304113030433655
ANTINOUS,moral_evaluation,chapman_1616,murray_1919,3,6,0.4388831555843353
ANTINOUS,moral_evaluation,chapman_1616,pope_1726,3,6,0.4855533242225647
ANTINOUS,moral_evaluation,murray_1919,pope_1726,6,6,0.5881192684173584
ANTINOUS,scale_intensity,butcher_lang_1879,chapman_1616,4,3,0.4452251195907593
ANTINOUS,scale_intensity,butcher_lang_1879,murray_1919,4,2,0.7925276160240173
ANTINOUS,scale_intensity,butcher_lang_1879,pope_1726,4,5,0.5566872954368591
ANTINOUS,scale_intensity,chapman_1616,murray_1919,3,2,0.46061593294143677
ANTINOUS,scale_intensity,chapman_1616,pope_1726,3,5,0.5136318802833557
ANTINOUS,scale_intensity,murray_1919,pope_1726,2,5,0.6119397282600403
ANTINOUS,social_status,butcher_lang_1879,butler_1900,3,2,0.46531835198402405
ANTINOUS,social_status,butcher_lang_1879,pope_1726,3,2,0.42526525259017944
ANTINOUS,social_status,butler_1900,pope_1726,2,2,0.4146095812320709
ARETE,appearance_age,butcher_lang_1879,chapman_1616,2,2,0.4207497835159302
ARETE,appearance_age,butcher_lang_1879,murray_1919,2,3,0.6868524551391602
ARETE,appearance_age,butcher_lang_1879,pope_1726,2,2,0.5108837485313416
ARETE,appearance_age,chapman_1616,murray_1919,2,3,0.5562986731529236
ARETE,appearance_age,chapman_1616,pope_1726,2,2,0.7889612317085266
ARETE,appearance_age,murray_1919,pope_1726,3,2,0.5660093426704407
ARETE,color_hue,butcher_lang_1879,murray_1919,4,3,0.7429758906364441
ARETE,color_hue,butcher_lang_1879,pope_1726,4,2,0.5609279274940491
ARETE,color_hue,murray_1919,pope_1726,3,2,0.6534547209739685
ATHENA,affect_state,butcher_lang_1879,chapman_1616,3,2,0.48077672719955444
ATHENA,affect_state,butcher_lang_1879,cowper_1791,3,3,0.2801555395126343
ATHENA,affect_state,butcher_lang_1879,pope_1726,3,2,0.39003413915634155
ATHENA,affect_state,chapman_1616,cowper_1791,2,3,0.2931448221206665
ATHENA,affect_state,chapman_1616,pope_1726,2,2,0.3789212107658386
ATHENA,affect_state,cowper_1791,pope_1726,3,2,0.5946778059005737
ATHENA,agency_capacity,butcher_lang_1879,butler_1900,4,3,0.42742985486984253
ATHENA,agency_capacity,butcher_lang_1879,chapman_1616,4,2,0.5943595170974731
ATHENA,agency_capacity,butcher_lang_1879,cowper_1791,4,3,0.5577643513679504
ATHENA,agency_capacity,butcher_lang_1879,murray_1919,4,4,0.8268519639968872
ATHENA,agency_capacity,butcher_lang_1879,pope_1726,4,6,0.5524823665618896
ATHENA,agency_capacity,butler_1900,chapman_1616,3,2,0.49713975191116333
ATHENA,agency_capacity,butler_1900,cowper_1791,3,3,0.5160137414932251
ATHENA,agency_capacity,butler_1900,murray_1919,3,4,0.5395450592041016
ATHENA,agency_capacity,butler_1900,pope_1726,3,6,0.5322024822235107
ATHENA,agency_capacity,chapman_1616,cowper_1791,2,3,0.6401596665382385
ATHENA,agency_capacity,chapman_1616,murray_1919,2,4,0.5575952529907227
ATHENA,agency_capacity,chapman_1616,pope_1726,2,6,0.5705931782722473
ATHENA,agency_capacity,cowper_1791,murray_1919,3,4,0.541567325592041
ATHENA,agency_capacity,cowper_1791,pope_1726,3,6,0.6865252256393433
ATHENA,agency_capacity,murray_1919,pope_1726,4,6,0.4303017556667328
ATHENA,appearance_age,butcher_lang_1879,butler_1900,15,7,0.8020129799842834
ATHENA,appearance_age,butcher_lang_1879,chapman_1616,15,16,0.7690656185150146
ATHENA,appearance_age,butcher_lang_1879,cowper_1791,15,5,0.7483741044998169
ATHENA,appearance_age,butcher_lang_1879,murray_1919,15,18,0.9406494498252869
ATHENA,appearance_age,butcher_lang_1879,pope_1726,15,9,0.7406785488128662
ATHENA,appearance_age,butler_1900,chapman_1616,7,16,0.7235583066940308
ATHENA,appearance_age,butler_1900,cowper_1791,7,5,0.6635552048683167
ATHENA,appearance_age,butler_1900,murray_1919,7,18,0.8340169191360474
ATHENA,appearance_age,butler_1900,pope_1726,7,9,0.6847739219665527
ATHENA,appearance_age,chapman_1616,cowper_1791,16,5,0.7925795316696167
ATHENA,appearance_age,chapman_1616,murray_1919,16,18,0.8094983696937561
ATHENA,appearance_age,chapman_1616,pope_1726,16,9,0.8233420252799988
ATHENA,appearance_age,cowper_1791,murray_1919,5,18,0.7542651295661926
ATHENA,appearance_age,cowper_1791,pope_1726,5,9,0.8854187726974487
ATHENA,appearance_age,murray_1919,pope_1726,18,9,0.7806868553161621
ATHENA,behavior_disposition,chapman_1616,cowper_1791,5,3,0.5304760932922363
ATHENA,behavior_disposition,chapman_1616,pope_1726,5,3,0.5931036472320557
ATHENA,behavior_disposition,cowper_1791,pope_1726,3,3,0.8441121578216553
ATHENA,cognitive_evaluation,butcher_lang_1879,butler_1900,2,2,0.6563204526901245
ATHENA,cognitive_evaluation,butcher_lang_1879,chapman_1616,2,8,0.5328235030174255
ATHENA,cognitive_evaluation,butcher_lang_1879,cowper_1791,2,4,0.5544621348381042
ATHENA,cognitive_evaluation,butcher_lang_1879,murray_1919,2,2,0.4942675530910492
ATHENA,cognitive_evaluation,butcher_lang_1879,pope_1726,2,3,0.38406553864479065
ATHENA,cognitive_evaluation,butler_1900,chapman_1616,2,8,0.5122992396354675
ATHENA,cognitive_evaluation,butler_1900,cowper_1791,2,4,0.553570568561554
ATHENA,cognitive_evaluation,butler_1900,murray_1919,2,2,0.5196398496627808
ATHENA,cognitive_evaluation,butler_1900,pope_1726,2,3,0.29401880502700806
ATHENA,cognitive_evaluation,chapman_1616,cowper_1791,8,4,0.694393515586853
ATHENA,cognitive_evaluation,chapman_1616,murray_1919,8,2,0.6525169610977173
ATHENA,cognitive_evaluation,chapman_1616,pope_1726,8,3,0.7408881783485413
ATHENA,cognitive_evaluation,cowper_1791,murray_1919,4,2,0.5540276765823364
ATHENA,cognitive_evaluation,cowper_1791,pope_1726,4,3,0.5644809007644653
ATHENA,cognitive_evaluation,murray_1919,pope_1726,2,3,0.5666359663009644
ATHENA,color_complex,butcher_lang_1879,chapman_1616,50,2,0.7111497521400452
ATHENA,color_complex,butcher_lang_1879,cowper_1791,50,3,0.3345972001552582
ATHENA,color_complex,chapman_1616,cowper_1791,2,3,0.5393795371055603
ATHENA,color_hue,butcher_lang_1879,butler_1900,3,3,0.5209959745407104
ATHENA,color_hue,butcher_lang_1879,chapman_1616,3,11,0.5256295204162598
ATHENA,color_hue,butcher_lang_1879,cowper_1791,3,3,0.47663336992263794
ATHENA,color_hue,butcher_lang_1879,murray_1919,3,4,0.8084090948104858
ATHENA,color_hue,butler_1900,chapman_1616,3,11,0.7590136528015137
ATHENA,color_hue,butler_1900,cowper_1791,3,3,0.4619009494781494
ATHENA,color_hue,butler_1900,murray_1919,3,4,0.595446765422821
ATHENA,color_hue,chapman_1616,cowper_1791,11,3,0.5913259983062744
ATHENA,color_hue,chapman_1616,murray_1919,11,4,0.6188437342643738
ATHENA,color_hue,cowper_1791,murray_1919,3,4,0.5668821930885315
ATHENA,color_material,butcher_lang_1879,butler_1900,7,4,0.7260043025016785
ATHENA,color_material,butcher_lang_1879,chapman_1616,7,6,0.6257661581039429
ATHENA,color_material,butcher_lang_1879,cowper_1791,7,3,0.8674372434616089
ATHENA,color_material,butcher_lang_1879,murray_1919,7,13,0.9222354292869568
ATHENA,color_material,butcher_lang_1879,pope_1726,7,9,0.6777209639549255
ATHENA,color_material,butler_1900,chapman_1616,4,6,0.8053344488143921
ATHENA,color_material,butler_1900,cowper_1791,4,3,0.6365375518798828
ATHENA,color_material,butler_1900,murray_1919,4,13,0.8091537952423096
ATHENA,color_material,butler_1900,pope_1726,4,9,0.6293362379074097
ATHENA,color_material,chapman_1616,cowper_1791,6,3,0.5651005506515503
ATHENA,color_material,chapman_1616,murray_1919,6,13,0.7536546587944031
ATHENA,color_material,chapman_1616,pope_1726,6,9,0.639673113822937
ATHENA,color_material,cowper_1791,murray_1919,3,13,0.7901093363761902
ATHENA,color_material,cowper_1791,pope_1726,3,9,0.7789914011955261
ATHENA,color_material,murray_1919,pope_1726,13,9,0.6857506036758423
ATHENA,luminosity,butcher_lang_1879,cowper_1791,2,3,0.6260256171226501
ATHENA,luminosity,butcher_lang_1879,murray_1919,2,2,0.7458546161651611
ATHENA,luminosity,butcher_lang_1879,pope_1726,2,5,0.44372475147247314
ATHENA,luminosity,cowper_1791,murray_1919,3,2,0.7082518339157104
ATHENA,luminosity,cowper_1791,pope_1726,3,5,0.6206234693527222
ATHENA,luminosity,murray_1919,pope_1726,2,5,0.38224437832832336
ATHENA,moral_evaluation,butcher_lang_1879,butler_1900,9,10,0.6599992513656616
ATHENA,moral_evaluation,butcher_lang_1879,chapman_1616,9,18,0.7175244688987732
ATHENA,moral_evaluation,butcher_lang_1879,cowper_1791,9,22,0.6801040172576904
ATHENA,moral_evaluation,butcher_lang_1879,murray_1919,9,6,0.7473030686378479
ATHENA,moral_evaluation,butcher_lang_1879,pope_1726,9,13,0.4101022481918335
ATHENA,moral_evaluation,butler_1900,chapman_1616,10,18,0.7750301361083984
ATHENA,moral_evaluation,butler_1900,cowper_1791,10,22,0.7414360046386719
ATHENA,moral_evaluation,butler_1900,murray_1919,10,6,0.5373002886772156
ATHENA,moral_evaluation,butler_1900,pope_1726,10,13,0.6289680600166321
ATHENA,moral_evaluation,chapman_1616,cowper_1791,18,22,0.8804555535316467
ATHENA,moral_evaluation,chapman_1616,murray_1919,18,6,0.5898931622505188
ATHENA,moral_evaluation,chapman_1616,pope_1726,18,13,0.7384024858474731
ATHENA,moral_evaluation,cowper_1791,murray_1919,22,6,0.5188974738121033
ATHENA,moral_evaluation,cowper_1791,pope_1726,22,13,0.7890673875808716
ATHENA,moral_evaluation,murray_1919,pope_1726,6,13,0.27820122241973877
ATHENA,scale_intensity,butcher_lang_1879,butler_1900,16,8,0.7826215028762817
ATHENA,scale_intensity,butcher_lang_1879,chapman_1616,16,23,0.737007200717926
ATHENA,scale_intensity,butcher_lang_1879,cowper_1791,16,8,0.6547219753265381
ATHENA,scale_intensity,butcher_lang_1879,murray_1919,16,10,0.918573260307312
ATHENA,scale_intensity,butcher_lang_1879,pope_1726,16,21,0.6276794075965881
ATHENA,scale_intensity,butler_1900,chapman_1616,8,23,0.7697054147720337
ATHENA,scale_intensity,butler_1900,cowper_1791,8,8,0.6832285523414612
ATHENA,scale_intensity,butler_1900,murray_1919,8,10,0.8305155038833618
ATHENA,scale_intensity,butler_1900,pope_1726,8,21,0.6494778394699097
ATHENA,scale_intensity,chapman_1616,cowper_1791,23,8,0.8080299496650696
ATHENA,scale_intensity,chapman_1616,murray_1919,23,10,0.7011549472808838
ATHENA,scale_intensity,chapman_1616,pope_1726,23,21,0.8315666317939758
ATHENA,scale_intensity,cowper_1791,murray_1919,8,10,0.6170043349266052
ATHENA,scale_intensity,cowper_1791,pope_1726,8,21,0.8596537113189697
ATHENA,scale_intensity,murray_1919,pope_1726,10,21,0.5582108497619629
ATHENA,social_status,chapman_1616,cowper_1791,4,2,0.6084242463111877
ATHENA,social_status,chapman_1616,murray_1919,4,2,0.5436913967132568
ATHENA,social_status,chapman_1616,pope_1726,4,4,0.5827978253364563
ATHENA,social_status,cowper_1791,murray_1919,2,2,0.3310830295085907
ATHENA,social_status,cowper_1791,pope_1726,2,4,0.6382486820220947
ATHENA,social_status,murray_1919,pope_1726,2,4,0.3981502950191498
BLOOD,color_hue,butcher_lang_1879,chapman_1616,11,5,0.779260516166687
BLOOD,color_hue,butcher_lang_1879,cowper_1791,11,4,0.6893198490142822
BLOOD,color_hue,butcher_lang_1879,murray_1919,11,11,0.9695988297462463
BLOOD,color_hue,butcher_lang_1879,pope_1726,11,6,0.7398238778114319
BLOOD,color_hue,chapman_1616,cowper_1791,5,4,0.7401514649391174
BLOOD,color_hue,chapman_1616,murray_1919,5,11,0.7472904920578003
BLOOD,color_hue,chapman_1616,pope_1726,5,6,0.732182502746582
BLOOD,color_hue,cowper_1791,murray_1919,4,11,0.6810000538825989
BLOOD,color_hue,cowper_1791,pope_1726,4,6,0.7336567044258118
BLOOD,color_hue,murray_1919,pope_1726,11,6,0.7354549765586853
BLOOD,moral_evaluation,butcher_lang_1879,butler_1900,2,2,0.11033226549625397
BLOOD,moral_evaluation,butcher_lang_1879,chapman_1616,2,6,0.5242854952812195
BLOOD,moral_evaluation,butcher_lang_1879,murray_1919,2,2,0.8837106823921204
BLOOD,moral_evaluation,butcher_lang_1879,pope_1726,2,2,0.38129034638404846
BLOOD,moral_evaluation,butler_1900,chapman_1616,2,6,0.4102686643600464
BLOOD,moral_evaluation,butler_1900,murray_1919,2,2,0.16429123282432556
BLOOD,moral_evaluation,butler_1900,pope_1726,2,2,0.32286152243614197
BLOOD,moral_evaluation,chapman_1616,murray_1919,6,2,0.5774703621864319
BLOOD,moral_evaluation,chapman_1616,pope_1726,6,2,0.6740707159042358
BLOOD,moral_evaluation,murray_1919,pope_1726,2,2,0.4012928307056427
BLOOD,scale_intensity,chapman_1616,pope_1726,2,2,0.39466041326522827
BOW,agency_capacity,butler_1900,pope_1726,4,2,0.6490936279296875
BOW,appearance_age,butcher_lang_1879,cowper_1791,3,2,0.623084306716919
BOW,appearance_age,butcher_lang_1879,murray_1919,3,2,0.8550387024879456
BOW,appearance_age,butcher_lang_1879,pope_1726,3,2,0.4925187826156616
BOW,appearance_age,cowper_1791,murray_1919,2,2,0.5784393548965454
BOW,appearance_age,cowper_1791,pope_1726,2,2,0.6604083180427551
BOW,appearance_age,murray_1919,pope_1726,2,2,0.3799929916858673
BOW,behavior_disposition,chapman_1616,cowper_1791,2,3,0.7333733439445496
BOW,color_material,butcher_lang_1879,chapman_1616,4,3,0.7416220307350159
BOW,color_material,butcher_lang_1879,cowper_1791,4,3,0.793444812297821
BOW,color_material,butcher_lang_1879,murray_1919,4,4,0.8671988248825073
BOW,color_material,butcher_lang_1879,pope_1726,4,2,0.661273181438446
BOW,color_material,chapman_1616,cowper_1791,3,3,0.8015015721321106
BOW,color_material,chapman_1616,murray_1919,3,4,0.6554113626480103
BOW,color_material,chapman_1616,pope_1726,3,2,0.5435560941696167
BOW,color_material,cowper_1791,murray_1919,3,4,0.6381801962852478
BOW,color_material,cowper_1791,pope_1726,3,2,0.5716062784194946
BOW,color_material,murray_1919,pope_1726,4,2,0.5604734420776367
BOW,moral_evaluation,chapman_1616,cowper_1791,2,2,0.4538428783416748
BOW,scale_intensity,butcher_lang_1879,butler_1900,8,4,0.7054239511489868
BOW,scale_intensity,butcher_lang_1879,chapman_1616,8,2,0.7153981328010559
BOW,scale_intensity,butcher_lang_1879,cowper_1791,8,5,0.7649852633476257
BOW,scale_intensity,butcher_lang_1879,murray_1919,8,9,0.9603430032730103
BOW,scale_intensity,butcher_lang_1879,pope_1726,8,2,0.5749626755714417
BOW,scale_intensity,butler_1900,chapman_1616,4,2,0.7368277311325073
BOW,scale_intensity,butler_1900,cowper_1791,4,5,0.767533540725708
BOW,scale_intensity,butler_1900,murray_1919,4,9,0.6908947825431824
BOW,scale_intensity,butler_1900,pope_1726,4,2,0.5176296234130859
BOW,scale_intensity,chapman_1616,cowper_1791,2,5,0.6884916424751282
BOW,scale_intensity,chapman_1616,murray_1919,2,9,0.7178323268890381
BOW,scale_intensity,chapman_1616,pope_1726,2,2,0.5008566379547119
BOW,scale_intensity,cowper_1791,murray_1919,5,9,0.7353983521461487
BOW,scale_intensity,cowper_1791,pope_1726,5,2,0.5508314967155457
BOW,scale_intensity,murray_1919,pope_1726,9,2,0.5934835076332092
CALYPSO,appearance_age,butcher_lang_1879,cowper_1791,7,2,0.7461751699447632
CALYPSO,appearance_age,butcher_lang_1879,murray_1919,7,6,0.8516984581947327
CALYPSO,appearance_age,butcher_lang_1879,pope_1726,7,2,0.6722943186759949
CALYPSO,appearance_age,cowper_1791,murray_1919,2,6,0.7623566389083862
CALYPSO,appearance_age,cowper_1791,pope_1726,2,2,0.6515433192253113
CALYPSO,appearance_age,murray_1919,pope_1726,6,2,0.6353549361228943
CALYPSO,color_material,butler_1900,cowper_1791,2,3,0.632706880569458
CALYPSO,moral_evaluation,butler_1900,chapman_1616,5,2,0.4021908640861511
CALYPSO,moral_evaluation,butler_1900,cowper_1791,5,5,0.42343035340309143
CALYPSO,moral_evaluation,chapman_1616,cowper_1791,2,5,0.5967581868171692
CALYPSO,scale_intensity,butler_1900,pope_1726,5,3,0.49036282300949097
CIRCE,affect_state,cowper_1791,pope_1726,2,4,0.42441192269325256
CIRCE,agency_capacity,butcher_lang_1879,butler_1900,2,2,0.6021357178688049
CIRCE,appearance_age,butcher_lang_1879,chapman_1616,3,4,0.4171721935272217
CIRCE,appearance_age,butcher_lang_1879,murray_1919,3,6,0.7775381803512573
CIRCE,appearance_age,chapman_1616,murray_1919,4,6,0.5431061387062073
CIRCE,behavior_disposition,cowper_1791,pope_1726,2,3,0.42570561170578003
CIRCE,cognitive_evaluation,butler_1900,murray_1919,3,3,0.6452633738517761
CIRCE,color_hue,chapman_1616,murray_1919,2,2,0.5190913677215576
CIRCE,color_material,butcher_lang_1879,butler_1900,3,2,0.7510272860527039
CIRCE,color_material,butcher_lang_1879,chapman_1616,3,3,0.6048197746276855
CIRCE,color_material,butcher_lang_1879,murray_1919,3,4,0.7359923124313354
CIRCE,color_material,butler_1900,chapman_1616,2,3,0.665568470954895
CIRCE,color_material,butler_1900,murray_1919,2,4,0.6942021250724792
CIRCE,color_material,chapman_1616,murray_1919,3,4,0.6333091855049133
CIRCE,moral_evaluation,butcher_lang_1879,butler_1900,4,6,0.7719681262969971
CIRCE,moral_evaluation,butcher_lang_1879,chapman_1616,4,6,0.7100886106491089
CIRCE,moral_evaluation,butcher_lang_1879,cowper_1791,4,8,0.674667477607727
CIRCE,moral_evaluation,butcher_lang_1879,murray_1919,4,3,0.7311269640922546
CIRCE,moral_evaluation,butcher_lang_1879,pope_1726,4,3,0.5604970455169678
CIRCE,moral_evaluation,butler_1900,chapman_1616,6,6,0.6764116287231445
CIRCE,moral_evaluation,butler_1900,cowper_1791,6,8,0.6005784273147583
