translation_id,attribute,category,valence,event_count,weighted_event_count,corpus_words,events_per_10k_words
chapman_1616,boundless,scale_intensity,unassigned,2,1.4965000000000002,133440,0.1498800959232614
chapman_1616,brave,agency_capacity,positive,21,15.44235,133440,1.5737410071942444
chapman_1616,brazen,color_material,context_dependent,3,2.4188,133440,0.2248201438848921
chapman_1616,bright,luminosity,positive,29,21.764599999999998,133440,2.17326139088729
chapman_1616,brown,color_hue,context_dependent,1,0.5771,133440,0.0749400479616307
chapman_1616,captain,social_status,unassigned,2,1.1542,133440,0.1498800959232614
chapman_1616,cheerful,affect_state,positive,8,6.5034,133440,0.5995203836930456
chapman_1616,comely,appearance_age,positive,2,1.1542,133440,0.1498800959232614
chapman_1616,crafty,cognitive_evaluation,unassigned,4,2.8616,133440,0.2997601918465228
chapman_1616,cruel,moral_evaluation,negative,20,14.7609,133440,1.498800959232614
chapman_1616,cunning,cognitive_evaluation,unassigned,6,2.75615,133440,0.4496402877697842
chapman_1616,dark,color_hue,negative,18,14.935,133440,1.3489208633093526
chapman_1616,deceitful,behavior_disposition,negative,1,0.8597,133440,0.0749400479616307
chapman_1616,deep,scale_intensity,unassigned,29,21.0523,133440,2.17326139088729
chapman_1616,dim,luminosity,negative,3,2.388,133440,0.2248201438848921
chapman_1616,divine,moral_evaluation,positive,75,59.8454,133440,5.620503597122302
chapman_1616,endless,scale_intensity,unassigned,7,5.4326,133440,0.5245803357314148
chapman_1616,enduring,agency_capacity,positive,1,0.5771,133440,0.0749400479616307
chapman_1616,fair,appearance_age,positive,147,100.20649999999999,133440,11.016187050359711
chapman_1616,faithful,moral_evaluation,positive,1,0.5771,133440,0.0749400479616307
chapman_1616,false,moral_evaluation,negative,8,5.7511,133440,0.5995203836930456
chapman_1616,fearful,affect_state,negative,2,1.2139,133440,0.1498800959232614
chapman_1616,feeble,agency_capacity,negative,1,0.5771,133440,0.0749400479616307
chapman_1616,fierce,behavior_disposition,unassigned,10,6.4575499999999995,133440,0.749400479616307
chapman_1616,foolish,cognitive_evaluation,negative,8,5.788,133440,0.5995203836930456
chapman_1616,free,social_status,unassigned,71,49.6463,133440,5.320743405275779
chapman_1616,friendly,behavior_disposition,positive,7,5.7093,133440,0.5245803357314148
chapman_1616,gentle,moral_evaluation,positive,7,4.77805,133440,0.5245803357314148
chapman_1616,glad,affect_state,positive,10,6.566999999999999,133440,0.749400479616307
chapman_1616,glittering,luminosity,unassigned,1,0.5771,133440,0.0749400479616307
chapman_1616,glowing,luminosity,unassigned,1,0.9552,133440,0.0749400479616307
chapman_1616,gold,color_material,context_dependent,37,25.2292,133440,2.7727817745803356
chapman_1616,golden,color_material,context_dependent,32,20.91695,133440,2.3980815347721824
chapman_1616,good,moral_evaluation,positive,149,87.99025,133440,11.166067146282973
chapman_1616,gray,color_hue,context_dependent,4,3.8208,133440,0.2997601918465228
chapman_1616,gray-eyed,color_complex,unassigned,7,5.7312,133440,0.5245803357314148
chapman_1616,great,scale_intensity,unassigned,150,110.13645,133440,11.241007194244604
chapman_1616,greedy,behavior_disposition,negative,1,0.5771,133440,0.0749400479616307
chapman_1616,green,color_hue,context_dependent,6,4.4218,133440,0.4496402877697842
chapman_1616,guiltless,moral_evaluation,positive,3,2.2069,133440,0.2248201438848921
chapman_1616,happy,affect_state,unassigned,6,3.17805,133440,0.4496402877697842
chapman_1616,helpless,agency_capacity,negative,1,0.9552,133440,0.0749400479616307
chapman_1616,high,scale_intensity,unassigned,87,64.57435,133440,6.519784172661871
chapman_1616,holy,moral_evaluation,positive,7,5.1739999999999995,133440,0.5245803357314148
chapman_1616,honest,moral_evaluation,positive,8,4.9153,133440,0.5995203836930456
chapman_1616,hopeful,affect_state,positive,1,0.5771,133440,0.0749400479616307
chapman_1616,hospitable,behavior_disposition,positive,13,8.75995,133440,0.974220623501199
chapman_1616,huge,scale_intensity,unassigned,32,23.080099999999998,133440,2.3980815347721824
chapman_1616,immense,scale_intensity,unassigned,1,0.7363,133440,0.0749400479616307
chapman_1616,impious,moral_evaluation,negative,10,6.76805,133440,0.749400479616307
chapman_1616,insolent,behavior_disposition,negative,3,1.3134000000000001,133440,0.2248201438848921
chapman_1616,joyful,affect_state,positive,3,1.8904999999999998,133440,0.2248201438848921
chapman_1616,just,moral_evaluation,positive,42,28.58195,133440,3.1474820143884887
chapman_1616,keen,cognitive_evaluation,positive,5,3.8308,133440,0.3747002398081535
chapman_1616,kind,moral_evaluation,positive,47,29.05895,133440,3.5221822541966428
chapman_1616,kingly,social_status,unassigned,2,0.6666500000000001,133440,0.1498800959232614
chapman_1616,knowing,cognitive_evaluation,positive,14,8.76395,133440,1.0491606714628297
chapman_1616,lawless,moral_evaluation,negative,1,0.9552,133440,0.0749400479616307
chapman_1616,little,scale_intensity,unassigned,28,19.458199999999998,133440,2.0983213429256593
chapman_1616,long,scale_intensity,unassigned,117,73.7582,133440,8.767985611510792
chapman_1616,lovely,appearance_age,positive,11,6.3241499999999995,133440,0.8243405275779377
chapman_1616,low,scale_intensity,unassigned,10,6.16355,133440,0.749400479616307
chapman_1616,mighty,scale_intensity,positive,41,29.003149999999998,133440,3.0725419664268583
chapman_1616,mournful,affect_state,negative,2,1.9104,133440,0.1498800959232614
chapman_1616,narrow,scale_intensity,unassigned,3,1.8904999999999998,133440,0.2248201438848921
chapman_1616,noble,moral_evaluation,positive,14,8.0375,133440,1.0491606714628297
chapman_1616,old,appearance_age,unassigned,107,73.98035,133440,8.018585131894485
chapman_1616,patient,affect_state,positive,9,7.6456,133440,0.6744604316546763
